562bbd61e12565a005c7104a,The most abundant greenhouse gas in the earth's atmosphere:,1. carbon dioxide 2. nitrous oxide 3. water vapor 4. methane 5. chlorofluorocarbons (CFCs) ,3. water vapor,
562e876b02cba50b0076933b,Shelterbelts:,1. house weather instruments 2. protect crops and soil from the wind 3. carry wind instruments around an observer's waist 4. are usually observed on the downwind (leeward) side of hills 5. shelter an observer while taking a wind observation ,2. protect crops and soil from the wind,
562e879402cba50b00769345,Pedaling a bicycle into a 20 knot wind will require about ____ as much effort as pedaling into a 10 knot wind.,1. 2 times 2. 4 times 3. 10 times 4. the same effort ,2. 4 times,
562e87d002cba50b0076934a,The greatest wind speed ever recorded at the earth's surface occurred at:,"1. Mt. Washington, New Hampshire 2. Miami, Florida 3. Mt. Pleasant, Iowa 4. Cheyenne, Wyoming 5. Long's Peak, Colorado ","1. Mt. Washington, New Hampshire",
562e87fc02cba50b00769354,Clear Air Turbulence (CAT) can occur:,1. near a jet stream 2. in areas of mountain waves 3. where strong wind shear exists 4. all of the above ,4. all of the above,
562e882702cba50b0076935a,Which below is not true concerning an air pocket?,1. can form in a downdraft of an eddy 2. often form in the atmosphere where the air is too thin to support the wings of an airplane 3. often form in regions that exhibit strong vertical wind shear 4. can develop in clear air ,2. often form in the atmosphere where the air is too thin to support the wings of an airplane,
562e884b02cba50b00769363,An abrupt change in wind speed or wind direction is called:,1. wind shear 2. an air pocket 3. flurry 4. squall ,1. wind shear,
562e888102cba50b00769368,Violent rotating eddies that create hazardous flying conditions beneath the crest of a mountain wave are called:,1. mountainadoes 2. dust devils 3. rollers 4. seiches 5. rotors ,5. rotors,
562e88b802cba50b0076936e,The howling of wind on a blustery night is believed to be caused by:,"1. variation in air temperature 2. wind blowing around a frozen surface 3. snowflakes striking one another but not sticking together 4. eddies of higher air density 5. wind lifting, then lowering small objects at the surface ",4. eddies of higher air density,
562e88ec02cba50b00769374,Surface winds are generally strongest and most gusty:,1. in the afternoon 2. in the early morning 3. around midnight 4. just after sunset 5. just before sunrise ,1. in the afternoon,
562e892102cba50b0076937b,On a clear windy day the depth to which mixing occurs above the surface depends upon:,1. the wind speed 2. surface heating 3. the landscape 4. all of the above ,4. all of the above,
562e894f02cba50b00769380,Thermal turbulence above the surface is usually most severe:,"1. immediately after sunset 2. at the time of maximum surface heating 3. around midnight 4. just before sunrise 5. about midmorning, or soon after the minimum temperature is reached ",2. at the time of maximicron surface heating,
562e898502cba50b00769386,The slowing of the wind due to the random motion of air molecules is called:,1. eddy viscosity 2. mechanical turbulence 3. molecular viscosity 4. convective turbulence ,3. molecular viscosity,
562e89b502cba50b0076938b,Which of the following associations is most accurate?,1. microscale - chinook wind 2. synoptic scale - sea breeze 3. mesoscale - land breeze 4. planetary scale - lake breeze ,3. mesoscale - land breeze,
562e89ee02cba50b00769390,An example of microscale motion is:,1. winds on a surface weather map of North America 2. winds on a 500 mb chart 3. winds blowing through a city 4. winds blowing past a chimney 5. average wind patterns around the world ,4. winds blowing past a chimney,
562e8a3202cba50b00769397,An example of mesoscale motion is:,1. winds on a surface weather map of North America 2. winds on a 500 mb chart 3. winds blowing through a city 4. winds blowing past a chimney 5. average wind patterns around the world ,3. winds blowing through a city,
562e8a8402cba50b0076939d,The smallest scale of atmospheric motion is the:,1. mesoscale 2. synoptic scale 3. microscale 4. macroscale 5. global scale ,3. microscale,
562e8aba02cba50b007693a4,The two ocean currents warm and cold that produce fog off the coast of Newfoundland are the:,1. Gulf stream and Canary current 2. Labrador current and Canary current 3. Gulf stream and Labrador current 4. North Atlantic Drift and Canary current 5. North Atlantic Drift and Gulf stream ,3. Gulf stream and Labrador current,
562e8b2d02cba50b007693ac,Major ocean currents that flow parallel to the coast of North America are:,"1. Labrador, Canary, California 2. California, Gulf Stream, Labrador 3. Kuroshio, California, Labrador 4. Labrador, Canary, Gulf Stream ","2. California, Gulf Stream, Labrador",
562e8b5302cba50b007693b1,The ocean current that flows southward parallel to the west coast of North America is the:,1. Aleutian current 2. California current 3. Gulf Stream 4. Baja Drift ,2. California current,
562e8bae02cba50b007693b6,The ocean current that brings cold water southward along the coast of Maine and New Jersey is the:,1. Canary current 2. North Atlantic Drift 3. Gulf Stream 4. Labrador current ,4. Labrador current,
562e8c0302cba50b007693bc,If the Earth's surface was homogeneous (either all land or all water),1. the semipermanent highs and lows would be stronger 2. the semipermanent highs and lows would be weaker 3. the semipermanent highs and lows would disappear altogether 4. the semipermanent highs and lows wouldn't change in intensity ,3. the semipermanent highs and lows would disappear altogether,
562e8c5b02cba50b007693c8,In the Northern Hemisphere ocean currents in the Atlantic and the Pacific move in a generally circular pattern. The direction of this motion is ____ in the Atlantic and ____ in the Pacific.,"1. clockwise, counterclockwise 2. counterclockwise, counterclockwise 3. clockwise, clockwise 4. counterclockwise, clockwise ","3. clockwise, clockwise",
562e8c9302cba50b007693cd,The large semi-permanent surface anticyclone that is normally positioned over the ocean west of California is called the:,1. Hawaiian high 2. Aleutian high 3. California high 4. Baja high 5. Pacific high ,5. Pacific high,
562e8cf902cba50b007693d3,Lines of equal wind speed are called:,1. isobars 2. isoknots 3. isotachs 4. isospeeds ,3. isotachs,
562e8d2902cba50b007693da,The position of the Pacific high over the north Pacific Ocean shifts ____ in winter and ____ in summer.,"1. northward, southward 2. southward, northward 3. eastward, westward 4. westward, eastward ","2. southward, northward",
562e8d8102cba50b007693e5,The semi-permanent pressure systems associated with the polar front are called:,1. subpolar lows 2. equatorial lows 3. polar highs 4. subtropical highs ,1. subpolar lows,
562e8e8c02cba50b007693fc,In the general circulation of the atmosphere one would find the region called the doldrums:,1. near 30° latitude 2. at the equator 3. at the poles 4. near 60° latitude ,2. at the equator,
562e8ee502cba50b00769402,On a weather map of the Northern Hemisphere the trade winds would be observed:,1. north of the polar front 2. between the polar front and the subtropical highs 3. south of the subtropical highs 4. between the subpolar lows and the subtropical highs ,3. south of the subtropical highs,
562e8f5302cba50b0076940f,The wind belt observed on the poleward side of the polar front is called the:,1. polar easterlies 2. prevailing westerlies 3. northeast trades 4. doldrums ,1. polar easterlies,
562e8f9802cba50b00769414,On a weather map of the Northern Hemisphere one would observe the westerlies:,1. north of the subpolar lows 2. south of the tropical highs 3. between the doldrums and the horse latitudes 4. between the subpolar lows and the subtropical highs ,4. between the subpolar lows and the subtropical highs,
562e8fda02cba50b00769419,According to the three-cell general circulation model at the equator we would not expect to find:,1. the ITCZ 2. a ridge of high pressure 3. cumuliform clouds 4. light winds 5. heavy showers ,2. a ridge of high pressure,
562e902602cba50b00769420,Generally along the polar front one would not expect to observe:,1. temperatures on one side lower than on the other side 2. an elongated region of lower pressure 3. clouds and precipitation 4. converging surface air 5. sinking air aloft ,5. sinking air aloft,
562e906702cba50b00769427,In Honolulu Hawaii (latitude 21 degrees  N) you would most likely experience winds blowing from the:,1. northeast 2. south 3. southwest 4. northwest ,1. northeast,
562e90a202cba50b0076942c,At Barrow Alaska (latitude 70 degrees  N) you would expect the prevailing wind to be:,1. northerly 2. easterly 3. southerly 4. westerly ,2. easterly,
562e913502cba50b00769437,Chicago Illinois (latitude 42 degrees  N) is located in the ____.,1. northeast trades 2. southeast trades 3. westerlies 4. doldrums ,3. westerlies,
562e91f802cba50b00769443,Air moving eastward more slowly than the earth rotates would appear to be ____ wind to an observer on the earth.,1. a counterclockwise 2. an east 3. an upward 4. a west ,2. an east,
562e927e02cba50b0076944d,Which below is not an assumption of the single-cell model of the general circulation of the atmosphere?,1. the earth's surface is covered with water 2. the earth rotates once in 24 hours 3. the sun is always overhead at the equator 4. none of the above ,2. the earth rotates once in 24 hours,
562e92a802cba50b00769453,A westerly wind means that the atmosphere:,1. would act to decrease the rotation of the earth 2. is moving faster than the earth spins 3. is moving slower than the earth spins 4. is moving as fast as the earth rotates ,2. is moving faster than the earth spins,
562e92d902cba50b00769458,Generally weather in the middle latitudes tends to move from ____ to ____.,1. west to east 2. east to west 3. north to south 4. south to north ,1. west to east,
562e933302cba50b0076945e,The reversal of the positions of surface high and low pressure at opposite ends of the Pacific Ocean is called:,1. El Niño 2. the Southern Oscillation 3. upwelling 4. La Niña ,2. the Southern Oscillation,
562edd8913a2bd0b0069df2c,A boundary separating two masses of water with contrasting temperatures is called:,1. a gyre 2. an Ekman layer 3. an oceanic front 4. an ocean drift 5. an ocean current ,3. an oceanic front,
562edde413a2bd0b0069df34,A wind that changes direction in a counterclockwise sense with increasing height is called a(n):,1. backing wind 2. Ekman spiral 3. meridional wind 4. veering wind ,1. backing wind,
562ede2a13a2bd0b0069df39,Which air mass forms over North America only in summer?,1. mT 2. mP 3. cT 4. cP ,3. cT,
562edee713a2bd0b0069df49,What type of air mass would be responsible for daily afternoon thunderstorms along the Gulf Coast?,1. mP 2. mT 3. cP 4. cT ,2. mT,
562edf1f13a2bd0b0069df4e,What type of air mass would be responsible for heavy summer rainshowers in southern Arizona?,1. cP 2. cT 3. mP 4. mT ,4. mT,
562edfae13a2bd0b0069df5b,In Southern California which air mass is mainly responsible for heavy rains flooding in low-lying valleys and melting of snow at high elevations?,1. mT 2. mP 3. cP 4. cA ,1. mT,
562edfea13a2bd0b0069df61,During the spring which air mass would most likely bring record-breaking high temperatures to the eastern half of the United States?,1. mT 2. mP 3. cP 4. cT ,1. mT,
562ee06f13a2bd0b0069df6c,What type of air mass would be responsible for hot muggy summer weather in the eastern half of the United States?,1. mP 2. mT 3. cP 4. cT 5. cA ,2. mT,
562ee0f113a2bd0b0069df79,A warm moist air mass that forms over water is called:,1. cP 2. mP 3. mT 4. wT ,3. mT,
562ee12b13a2bd0b0069df80,What type of air mass would be responsible for snow showers on the western slopes of the Rockies?,1. mT 2. cP 3. mP 4. cA ,3. mP,
562ee15d13a2bd0b0069df86,The designation for a cool moist air mass is:,1. mT 2. mP 3. cT 4. cP ,2. mP,
562ee19413a2bd0b0069df8b,During the winter an air mass that moves into coastal sections of Oregon and Washington from the northwest would most likely be:,1. mP 2. mT 3. cP 4. cT ,1. mP,
562ee1e513a2bd0b0069df90,Wintertime mP air masses are less common along the Atlantic coast of North America than along the Pacific coast mainly because:,1. the water is colder along the Pacific coast 2. the prevailing winds aloft are westerly 3. the source region for mP air on the Atlantic coast is western Europe 4. the water is warmer along the Atlantic coast 5. the land is colder along the Atlantic coast ,2. the prevailing winds aloft are westerly,
562ee25f13a2bd0b0069df9c,Generally the greatest lake effect snow fall will be on the ____ shore of the Great Lakes.,1. northern 2. southern 3. eastern 4. western ,3. eastern,
562ee2a113a2bd0b0069dfa1,Lake-effect snows are best developed around the Great Lakes during:,"1. early spring when moist, tropical air moves over the frozen lakes 2. late fall and early winter when cold, dry polar air moves over the relatively warm water 3. late fall and early winter when moist, polar air sweeps in from the east 4. middle winter when the unseasonably warm air mass moves over the cold water ","2. late fall and early winter when cold, dry polar air moves over the relatively warm water",
562ee2e413a2bd0b0069dfa6,Cumuliform cloud development would be most likely in which of the following?,1. cT air mass moving over a mountain range 2. cP air mass moving over warm water 3. mT air mass moving over cold land surface 4. cT air mass moving over cold water ,2. cP air mass moving over warm water,
562ee30e13a2bd0b0069dfab,Record breaking low temperatures are associated with which air mass?,1. mT 2. mP 3. cP 4. cT ,3. cP,
562ee34913a2bd0b0069dfb0,Clear sunny days with very cold nights would be associated with what type of air mass?,1. mP 2. mT 3. cP 4. cT ,3. cP,
562ee38113a2bd0b0069dfb6,What type of air mass would be responsible for refreshing cool dry breezes after a long summer hot spell in the Central Plains?,1. mP 2. mT 3. cP 4. cT ,3. cP,
562ee3b613a2bd0b0069dfbb,The coldest of all air masses is:,1. mT 2. mP 3. cT 4. cF 5. cA ,5. cA,
562ee3fc13a2bd0b0069dfc1,Which air mass would show the most dramatic change in both temperature and moisture content as it moves over a large body of very warm water?,1. cT in summer 2. cP in winter 3. mP in winter 4. mT in summer ,2. cP in winter,
562ee44613a2bd0b0069dfc7,When cP air moves into western Washington western Oregon and California from the east the air mass is warmer at the surface than it was originally because:,"1. the sun heats the air 2. the air sinks, is compressed, and warms 3. the ocean warms the air 4. friction with the ground warms the air 5. latent heat of condensation warms the air as it moves downhill ","2. the air sinks, is compressed, and warms",
562ee48113a2bd0b0069dfce,A Texas norther (or blue norther) is most often associated with which air mass?,1. mT 2. mP 3. cA 4. cT ,3. cA,
562ee4dc13a2bd0b0069dfd3,One would expect a cP air mass to be:,1. cold and dry 2. cold and moist 3. warm and dry 4. warm and moist ,1. cold and dry,
562ee55313a2bd0b0069dfdd,A moist tropical air mass that is warmer than the surface over which it is moving would be classified:,1. mTw 2. cTk 3. mTk 4. cPk 5. mPw ,1. mTw,
562ee59b13a2bd0b0069dfe3,The greatest contrast in both temperature and moisture will occur along the boundary separating which air masses?,1. cP and cT 2. mP and mT 3. mP and cT 4. mT and cP 5. cT and mT ,4. mT and cP,
562ee5d513a2bd0b0069dfe9,Compared to an mP air mass mT air is ____.,1. warmer and drier 2. warmer and moister 3. colder and drier 4. colder and moister ,2. warmer and moister,
562ee62313a2bd0b0069dfee,The upper air flow on the following map would bring ____ air masses into western Canada and the United States and ____ air masses into the eastern United States.,"1. mP, mT 2. cA, mP 3. mP, cP 4. cA, mT 5. cT, mT ","4. cA, mT",
562ee66413a2bd0b0069dff5,The upper air flow on the following map would bring ____ air masses into the Pacific Northwest and ____ air masses into the eastern United States.,"1. mT, mP 2. mP, cP 3. mT, cP 4. mP, cT ","3. mT, cP",
562ee6b513a2bd0b0069dffa,Which of the following statements is most plausible?,"1. In winter, cP source regions have higher temperatures than mT source regions 2. In summer, mP source regions have higher temperatures than cT source regions 3. In winter, cA source regions have lower temperatures than cP source regions 4. In summer, mT source regions have lower temperatures than mP source regions 5. They are all equally plausible ","3. In winter, cA source regions have lower temperatures than cP source regions",
562ee6ed13a2bd0b0069e000,The origin of cP and cA air masses that enter the United States is:,1. Northern Siberia 2. Northern Atlantic Ocean 3. Antarctica 4. Northern Canada and Alaska ,4. Northern Canada and Alaska,
562ee73213a2bd0b0069e005,A good source region for an air mass would be:,1. mountains with deep valleys and strong surface winds 2. generally flat areas of uniform composition with light surface winds 3. hilly with deep valleys and light winds 4. generally flat area of uniform composition with strong surface winds ,2. generally flat areas of uniform composition with light surface winds,
562ee77513a2bd0b0069e00a,Which of the following is most likely associated with fair weather?,1. high pressure area 2. low pressure area 3. a cold front 4. a warm front ,1. high pressure area,
562fca3f13a2bd0b0069e0b8,On a weather map sharp changes in temperature humidity and wind direction are marked by:,1. a front 2. an anticyclone 3. a ridge 4. blowing dust ,1. a front,
562fca8213a2bd0b0069e0bd,Where warm surface air is replacing cold air the boundary separating the different bodies of air is termed a:,1. high pressure area 2. parallel of latitude 3. tornado 4. cold front 5. warm front ,5. warm front,
562fcacb13a2bd0b0069e0c3,Where cold surface air is replacing warm air the boundary separating the different bodies of air is termed a:,1. parallel of latitude 2. tornado 3. cold front 4. warm front ,3. cold front,
562fcb3a13a2bd0b0069e0c8,What type of weather front would be responsible for the following weather forecast? Light rain and cold today with temperatures just above freezing. Southeasterly winds shifting to westerly tonight. Turning colder with rain becoming mixed with snow,1. cold front 2. warm front 3. cold-type occluded front 4. warm-type occluded front ,3. cold-type occluded front,
562fcb7f13a2bd0b0069e0cd,What type of weather front would be responsible for the following weather forecast? Cool today with rain becoming heavy by this afternoon. Slightly warmer tomorrow. Winds southeasterly becoming westerly to northwesterly by tomorrow moring.,1. cold front 2. warm front 3. cold-type occluded front 4. warm-type occluded front ,4. warm-type occluded front,
562fcc2113a2bd0b0069e0da,What type of weather front would be responsible for the following weather forecast: Increasing cloudiness and warm today with the possibility of showers by this evening. Turning much colder tonight. Winds southwesterly becoming gusty and shifting to,1. cold front 2. warm front 3. cold-type occluded front 4. stationary front ,1. cold front,
562fcc5f13a2bd0b0069e0e0,A cold-type occluded front:,1. has cold surface air ahead of it 2. has warm surface air behind it 3. has cold surface air behind it 4. has cold air rising above warmer air ,4. has cold air rising above warmer air,
562fcce013a2bd0b0069e0e5,On a weather map where cold air is replacing cool air what type of front is drawn?,1. warm front 2. cold front 3. warm-type occluded front 4. cold-type occluded front ,4. cold-type occluded front,
562fcd2a13a2bd0b0069e0ea,Occluded fronts may form as:,1. a cold front overtakes a warm front 2. a warm front overtakes a cold front 3. a cold front overtakes a squall line 4. overrunning occurs along a warm front ,1. a cold front overtakes a warm front,
562fcd7713a2bd0b0069e0f0,Which below is not correct concerning an occluded front?,1. it is often associated with a broad band of precipitation 2. it marks a zone of shifting wind 3. it is colored purple on a surface weather map 4. at the surface it is always followed by colder air ,4. at the surface it is always followed by colder air,
562fcdba13a2bd0b0069e0f5,At a warm front the warm air:,1. rises and cools 2. rises and warms 3. sinks and cools 4. sinks and warms ,1. rises and cools,
562fce0213a2bd0b0069e0fb,During the winter as you travel toward a warm front the most likely sequence of weather you would experience is:,"1. snow, freezing rain, hail, sleet 2. rain, snow, sleet, freezing rain 3. freezing rain, snow, sleet, rain 4. snow, sleet, freezing rain, rain ","4. snow, sleet, freezing rain, rain",
562fce4013a2bd0b0069e101,The rising of warm air up and over cold air is called:,1. overrunning 2. frontolysis 3. frontogenesis 4. occlusion ,1. overrunning,
562fcec113a2bd0b0069e10c,A frontal inversion would probably be best observed:,1. with a warm front in summer 2. with a stationary front in winter 3. with a cold front is summer 4. with a warm front in winter ,4. with a warm front in winter,
562fcefb13a2bd0b0069e112,A halo around the sun or moon indicates that rain may be on the way because the halo indicates:,1. a cold front may be approaching 2. a warm front may be approaching 3. a sharp drop in atmospheric pressure 4. a sudden rise in surface dew point temperature ,2. a warm front may be approaching,
562fcf6513a2bd0b0069e117,A cold front that moves into New England from the east or northeast is called:,1. a cold occluded front 2. an oceanic front 3. a nor'easter 4. a back door cold front ,4. a back door cold front,
562fcf9e13a2bd0b0069e11c,Which of the following is not correct concerning a warm front?,1. it is colored red on a weather map 2. it has warm air ahead (in advance) of it 3. in winter it is usually associated with stratiform clouds 4. it normally moves more slowly than a cold front ,2. it has warm air ahead (in advance) of it,
562fd01013a2bd0b0069e123,A back door cold front describes which of the following situations?,1. a cold front moving into Washington state from the Pacific ocean 2. a cold front moving into the desert southwest from Northern Mexico 3. a cold front that moves into New England from the Atlantic Ocean 4. a cold front that moves in a clockwise direction around a low pressure center ,3. a cold front that moves into New England from the Atlantic Ocean,
562fd06e13a2bd0b0069e128,A back door cold front moving through New England would most likely have winds shifting from ____ to ____.,"1. easterly, westerly 2. westerly, northeasterly 3. southerly, westerly 4. southeasterly, southwesterly 5. westerly, southerly ","2. westerly, northeasterly",
562fd0ae13a2bd0b0069e12e,In winter thunderstorms are most likely to form along:,1. cold fronts 2. warm fronts 3. stationary fronts 4. occluded fronts ,1. cold fronts,
562fd0f013a2bd0b0069e134,Squall lines most often form ahead of a:,1. cold front 2. warm front 3. cold-type occluded front 4. warm-type occluded front 5. stationary front ,1. cold front,
562fd13613a2bd0b0069e13b,Before the passage of a cold front the pressure normally ____ and after the passage of a cold front the pressure normally ____.,"1. drops, drops 2. drops, rises 3. rises, rises 4. rises, drops ","2. drops, rises",
562fd16913a2bd0b0069e140,On a weather map this front drawn in blue represents a region where colder air is replacing warmer air:,1. warm front 2. cold front 3. cold-type occluded front 4. warm-type occluded front ,2. cold front,
562fd1a013a2bd0b0069e145,Which of the following is not correct concerning a cold front?,1. it marks the position of a trough of low pressure 2. it marks a zone of shifting winds 3. it is colored purple on a weather map 4. it has cold air behind it ,3. it is colored purple on a weather map,
562fd1ec13a2bd0b0069e14a,A true cold front on a weather map is always:,1. associated with precipitation 2. associated with a wind shift 3. followed by drier air 4. followed by cooler air ,4. followed by cooler air,
562fd3a913a2bd0b0069e151,A stationary front does not move because:,1. winds on both sides of the front are calm 2. the winds blow parallel to the front 3. the front is between high and low pressure 4. the winds blow against each other and are of equal strength ,2. the winds blow parallel to the front,
562fd43b13a2bd0b0069e15c,The word frontogenesis on a weather map would mean that:,1. a front is in the process of dissipating 2. one front is about to over take another front 3. a front is regenerating or strengthening 4. severe thunderstorms will form along a front ,3. a front is regenerating or strengthening,
562fd47613a2bd0b0069e163,On a weather map the transition zone between two air masses with sharply contrasting properties is marked by:,1. the letter H 2. the words air mass weather 3. a front 4. the letter L ,3. a front,
562fd4cf13a2bd0b0069e16a,Generally on an upper-level (100 mb) chart in the Northern Hemisphere during July we would expect to find the tropical easterly jet stream:,1. north of the polar front 2. north of the upper-level subtropical high 3. directly over the polar front 4. south of the upper-level subtropical high 5. in the upper stratosphere ,4. south of the upper-level subtropical high,
562fd5e513a2bd0b0069e173,Which below is not correct about the stratospheric polar-night jet stream?,1. it is strongest in winter 2. it blows from west to east 3. it is found near the tropopause 4. it is caused by a north-south temperature gradient ,3. it is found near the tropopause,
562fd63e13a2bd0b0069e178,The low-level jet that forms over the Central Plains of the United States appears to be responsible for:,"1. the influx of cold, polar air 2. the development of El Niño 3. the onset of a chinook 4. the formation of a subtropical high pressure area 5. nighttime thunderstorms ",5. nighttime thunderstorms,
562fd67613a2bd0b0069e17e,Factors that contribute to the formation of a low-level jet stream over the Central Plains of the United States are:,1. the sloping of the land from the Rockies to the Mississippi Valley 2. a north-south trending mountain range 3. stable air above the jet 4. all of the above ,4. all of the above,
562fd6dc13a2bd0b0069e189,In the Northern Hemisphere air found to the north of the polar front is ____ while air further south is ____:,"1. cold, warm 2. warm, cold 3. warm, warm ","1. cold, warm",
562fd71d13a2bd0b0069e18e,As an air parcel aloft moves northward from the equator it moves closer to the earth's axis of rotation. Because of the conservation of angular momentum the air parcel's motion should:,1. remain constant 2. slow and eventually reverse direction 3. slow but continue in the same direction 4. increase in speed ,4. increase in speed,
562fd84813a2bd0b0069e1a1,Which below does not describe the polar front jet stream?,1. is strongest in winter 2. moves farther south in winter 3. forms near the boundary called the polar front 4. is normally found at a higher elevation than the subtropical jet ,4. is normally found at a higher elevation than the subtropical jet,
562fd88a13a2bd0b0069e1a6,The region of strongest winds within a jet stream is called a:,1. jet spray 2. jet flow 3. jet streak 4. jet front ,3. jet streak,
562fd8c313a2bd0b0069e1ac,Which of the following does not describe the subtropical jet stream?,1. forms along the polar front 2. generally blows from west to east 3. is found at the tropospause 4. is normally equatorward of the polar front jet stream ,1. forms along the polar front,
562fd9b313a2bd0b0069e1b2,Warm advection is most likely to occur:,1. in the center of a cut-off low 2. from the surface up to the 500 mb level ahead of an advancing warm front 3. behind a cold front 4. where the winds back with height 5. on the western side of a shortwave trough at the 500 mb level ,2. from the surface up to the 500 mb level ahead of an advancing warm front,
562fda6e13a2bd0b0069e1c0,A building anticyclone means:,1. the central pressure is increasing 2. the anticyclone is moving toward the east coast 3. separate anticyclones are merging 4. the anticyclone is causing a middle latitude storm to form ,1. the central pressure is increasing,
562fdaa913a2bd0b0069e1c5,Which region is not considered to be a region where cyclogenesis often occurs:,"1. eastern slopes of the Rocky Mountains 2. Atlantic Ocean near Cape Hatteras, North Carolina 3. California 4. the Great Basin of the United States 5. Gulf of Mexico ",3. California,
562fdae613a2bd0b0069e1cc,The development or strengthening of a middle latitude storm system is called:,1. convergence 2. divergence 3. cyclogenesis 4. frontolysis ,3. cyclogenesis,
562fdb2013a2bd0b0069e1d1,Another term for explosive cyclogenesis used by meteorologists is:,1. lee-side low development 2. cut-off low cyclogenesis 3. deepening shortwave 4. baroclinic development 5. bomb ,5. bomb,
562fdb5113a2bd0b0069e1d8,In the polar front theory of a developing wave cyclone energy for the storm is usually derived from all but one of the following:,1. rising of warm air and the sinking of cold air 2. latent heat of condensation 3. an increase in surface winds 4. heat energy stored in the ground ,4. heat energy stored in the ground,
562fdc4f13a2bd0b0069e1df,Which below is not a name given to a large cyclonic storm system that forms in the middle latitudes?,1. middle latitude cyclone 2. extratropical cyclone 3. wave cyclone 4. anticyclone ,4. anticyclone,
562fdd0d13a2bd0b0069e1f0,The polar front theory of a developing wave cyclone was conceived in:,1. Norway 2. Great Britain 3. United States 4. Germany 5. Soviet Union ,1. Norway,
562fdd6f13a2bd0b0069e1f9,Which of the scientists below was not one of the meteorologists who helped develop the polar front theory of a developing wave cyclone?,1. B. Bjerknes 2. C.G. Rossby 3. T. Bergeron 4. H. Solberg 5. J. Bjerknes ,2. C.G. Rossby,
562fddad13a2bd0b0069e1ff,In a typical advancing winter storm which of the following sequences of precipitation types is most likely to occur?,"1. rain, freezing rain, snow, sleet 2. rain, sleet, freezing rain, snow 3. freezing rain, rain, sleet, snow 4. rain, freezing rain, sleet, snow ","4. rain, freezing rain, sleet, snow",
562ffc6d13a2bd0b0069e238,Suppose there are two cloud layers above you. The lower cloud layer is moving from a westerly direction while the higher cloud layer is moving from a northwesterly direction. From this observation you conclude that the wind is ____ with height and ___.,"1. backing, cold 2. backing, warm 3. veering, cold 4. veering, warm ","4. veering, warm",
562ffca513a2bd0b0069e23d,During baroclinic instability:,1. wave cyclones can intensify into large storm systems 2. strong wind speed shear exists from the surface up to at least the 500 mb level 3. rising and descending air motions exist 4. temperature advection is occurring 5. all of the above ,5. all of the above,
562ffd8e13a2bd0b0069e24d,A small moving disturbance inbedded in a longwave is called:,1. a lee-side low 2. a wave cyclone 3. a shortwave 4. a frontal wave ,3. a shortwave,
562ffdca13a2bd0b0069e252,Rossby waves are also known as:,1. stable waves 2. shortwaves 3. tidal waves 4. longwaves ,4. longwaves,
562ffe3e13a2bd0b0069e25c,An upper-level trough that shows retrograde motion would probably be moving toward the:,1. west 2. east 3. north 4. south ,1. west,
562fff7e13a2bd0b0069e278,For a surface storm system to intensify the upper-level low (or trough) should be located to the ____ of the surface low.,1. north 2. south 3. east 4. west ,4. west,
562fffaf13a2bd0b0069e27d,An upper-level pool of cold air that has broken away from the main flow is called:,1. a cut-off low 2. a shortwave 3. a wave cyclone 4. a lee-side low ,1. a cut-off low,
562fffed13a2bd0b0069e282,When an upper-level low lies directly above a surface low:,1. the surface low will probably weaken 2. thunderstorms will develop 3. a wave cyclone will begin to form 4. the pressure of the surface low will decrease 5. cyclogenesis will occur ,1. the surface low will probably weaken,
5630002513a2bd0b0069e288,When a deep upper-level trough is located to the east of a surface anticyclone the surface anticyclone will tend to move toward the:,1. northwest 2. northeast 3. southwest 4. southeast ,4. southeast,
563012a413a2bd0b0069e2ba,If the flow of air into a surface low pressure area is greater than the divergence of air aloft the surface pressure in the center of the low will:,1. increase 2. decrease 3. remain the same 4. deepen ,1. increase,
563012da13a2bd0b0069e2bf,The piling up of air above a region is called:,1. thickening 2. divergence 3. cyclogenesis 4. convergence ,4. convergence,
5630136513a2bd0b0069e2c9,To obtain the station pressure you must normally make corrections for:,1. temperature and gravity 2. temperature and altitude 3. operator error and temperature 4. temperature and time ,1. temperature and gravity,
563013af13a2bd0b0069e2ce,The amount of pressure change that occurs over a given horizontal distance is called the:,1. pressure tendency 2. coriolis parameter 3. pressure gradient 4. potential gradient 5. slope ,3. pressure gradient,
563013e913a2bd0b0069e2d5,The net force on air moving in a circle at constant speed is:,1. inward toward the center of rotation 2. zero 3. in the direction of wind motion 4. outward from the center of rotation ,1. inward toward the center of rotation,
5630145813a2bd0b0069e2e1,Which of the following can influence wind direction?,1. Coriolis force 2. pressure gradient force 3. centripetal force 4. all of the above ,4. all of the above,
563014e013a2bd0b0069e2ee,Newton would have been alive in:,1. 1492 2. 1647 3. 1835 4. 1934 5. 1066 ,2. 1647,
5630151d13a2bd0b0069e2f5,The force exerted on an object equals its mass times the acceleration produced is a description of:,1. Newton's second law of motion 2. Buys-Ballot's law 3. the isobaric law 4. hydrostatic equilibrium ,1. Newton's second law of motion,
5630155613a2bd0b0069e2fa,The fundamental laws of motion were formulated by:,1. Galileo 2. Newton 3. Coriolis 4. Aristotle 5. Plato ,2. Newton,
563015ac13a2bd0b0069e300,On an upper-level chart normally we find warm air associated with ____ pressure and cold air associated with ____ pressure.,"1. high, high 2. high, low 3. low, low 4. low, high ","2. high, low",
